address,desa,kecamatan,keyword,latitude,longitude,nama,url
"JQ2X+X7Q, Mataran, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mataran,Anggeraja,toko,-3.4543452,119.7153575,NFarza Roti,"https://www.google.com/maps/place/NFarza+Roti/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d94132d3de6442b:0xbbd0053b48da3eb!8m2!3d-3.3975424!4d119.7982327!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQZiYWtlcnmqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11pm6k32fh?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+CFF, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,toko,-3.4543452,119.7153575,Afiah plastik,"https://www.google.com/maps/place/Afiah+plastik/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9413f66c400f41:0xe749f90b508cbf76!8m2!3d-3.4089256!4d119.8011665!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEQaG9tZV9nb29kc19zdG9yZaoBYRABKggiBHRva28oJjIfEAEiG6X9Xqw2nIFkWCQNWIJ0jJeEmwq4L2LisLXHVjIyEAIiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11ncmkfrz5?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRQ2+63F, Cakke, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Cakke,Anggeraja,toko,-3.4543452,119.7153575,Distributor MCI,"https://www.google.com/maps/place/Distributor+MCI/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d94131e58b66749:0x2f621880a381a297!8m2!3d-3.4119471!4d119.8001842!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSARZoZWFsdGhfYW5kX2JlYXV0eV9zaG9wqgFhEAEqCCIEdG9rbygmMh8QASIbpf1erDacgWRYJA1YgnSMl4SbCrgvYuKwtcdWMjIQAiIudG9rbyBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11h51hwd7d?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRX4+CFJ, Unnamed Road, Tampo, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tampo,Anggeraja,toko,-3.4543452,119.7153575,Ayam potong tampo/ bola manuk tampo,"https://www.google.com/maps/place/Ayam+potong+tampo%2F+bola+manuk+tampo/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9413c202f1a6c5:0x9e617d5c7d64383b!8m2!3d-3.4014111!4d119.8061298!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEFc3RvcmWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11h_bfy11k?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ6Q+V8Q, Jl. Poros Enrekang-Makale, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,toko,-3.4543452,119.7153575,GALERI DAMAY,"https://www.google.com/maps/place/GALERI+DAMAY/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d946b32b7d50781:0x485c7b16c4362378!8m2!3d-3.487786!4d119.7883634!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEOY2xvdGhpbmdfc3RvcmWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11vz16rs44?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,toko,-3.4543452,119.7153575,Toko Cahaya Maspul,"https://www.google.com/maps/place/Toko+Cahaya+Maspul/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9441e56e805135:0x8ed77fe30b091525!8m2!3d-3.5625971!4d119.7653588!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgELc3VwZXJtYXJrZXSqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11g05zdnnd?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQPF+7CR, Jl. Kemakmuran, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,toko,-3.4543452,119.7153575,Toko Baru Mini Market,"https://www.google.com/maps/place/Toko+Baru+Mini+Market/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9440646f1b6b75:0xf98f31ee12a4ae67!8m2!3d-3.5642722!4d119.7735246!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU40TVhCeVVGbG5FQUWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQSQ!16s%2Fg%2F11hbht3rzh?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQMC+97V, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan",Juppandang,Enrekang,toko,-3.4543452,119.7153575,Enrekang maroangin,"https://www.google.com/maps/place/Enrekang+maroangin/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9441e05354dedb:0xf0458f93d0748995!8m2!3d-3.5665138!4d119.7706579!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEWaGVhbHRoX2FuZF9iZWF1dHlfc2hvcKoBYRABKggiBHRva28oJjIfEAEiG6X9Xqw2nIFkWCQNWIJ0jJeEmwq4L2LisLXHVjIyEAIiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11kp_8w0l9?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQFQ+RWJ, Jl. Poros Enrekang- Tator, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,toko,-3.4543452,119.7153575,Sudu Cell,"https://www.google.com/maps/place/Sudu+Cell/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d941371ef45ce6f:0x8f49fb9b11c7fd10!8m2!3d-3.4254107!4d119.7897563!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSARBjZWxsX3Bob25lX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5oWDA1eFRsbEJFQUWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQFg!16s%2Fg%2F11mwqtxzbm?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ6R+76J, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,pasar,-3.4539953,119.7153574,Pasar Kotu,"https://www.google.com/maps/place/Pasar+Kotu/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9414d29845874d:0x981ca130c67723d4!8m2!3d-3.4892884!4d119.7905076!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBBm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSaE1YQnlVWFJSUlJBQqoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAPoBBAgfECA!16s%2Fg%2F11bzwpt6h3?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+8C5, Lakawan, Cakke, Kabupaten Enrekang, Sulawesi Selatan 91752",Unknown,Unknown,pasar,-3.4539953,119.7153574,Pasar Cakke,"https://www.google.com/maps/place/Pasar+Cakke/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946d1555555555:0x1e0f3af585fe8bdf!8m2!3d-3.4092476!4d119.8011245!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBBm1hcmtldJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdE4zUnhjVTFSRUFFqgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQOw!16s%2Fg%2F11ckx2jwp_?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQVX+6FG, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan",Lakawan,Anggeraja,pasar,-3.4539953,119.7153574,PASAR CAKKE,"https://www.google.com/maps/place/PASAR+CAKKE/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d941308d0f55625:0x8b68ef377cd29ead!8m2!3d-3.4069486!4d119.7987009!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBE2hvdXNpbmdfZGV2ZWxvcG1lbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnllVnBxTkc5M1JSQUKqAWMQASoJIgVwYXNhcigmMh8QASIbcSBVyLYkuNpAyMkGo2fOLEWt0OAi2CDbllXUMjMQAiIvcGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQD6AQQIFRAb!16s%2Fg%2F11s5nz_895?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQ3R+FP3, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,pasar,-3.4539953,119.7153574,Pasar Mammesa,"https://www.google.com/maps/place/Pasar+Mammesa/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94134e5a0cb3a1:0xe8316ea9b991f421!8m2!3d-3.446367!4d119.7918095!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDnByb2R1Y2VfbWFya2V0qgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11g_rqfll7?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JQ48+R97, Jln. poros kotu - masalle, Singki, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Singki,Anggeraja,pasar,-3.4539953,119.7153574,KUD Singki,"https://www.google.com/maps/place/KUD+Singki/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946d8db1774a5b:0x468ad7bba5d4f7d!8m2!3d-3.392963!4d119.7659095!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBBm1hcmtldKoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11q8rsj7sm?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"FRX9+MX9, Tokkonan, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Tokkonan,Enrekang,pasar,-3.4539953,119.7153574,Pasar Tani Tokkonan,"https://www.google.com/maps/place/Pasar+Tani+Tokkonan/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94154064427331:0xb3408f08d6d094c!8m2!3d-3.5008384!4d119.8199773!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDmZhcm1lcnNfbWFya2V0qgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11grpv0rmf?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+FM6, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,pasar,-3.4539953,119.7153574,Pasar cakke kios F20,"https://www.google.com/maps/place/Pasar+cakke+kios+F20/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413b3e6c98ea5:0x6a48f14318a5aea9!8m2!3d-3.4088453!4d119.8016252!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBD3Nob3BwaW5nX2NlbnRlcqoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11h8gh48xj?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GP2H+WJV, Temban, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Temban,Enrekang,pasar,-3.4539953,119.7153574,Pasar Temban,"https://www.google.com/maps/place/Pasar+Temban/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946bb2f62b8ebd:0x35e8366ab7449f14!8m2!3d-3.497638!4d119.7290458!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBBm1hcmtldJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VReWRGbGZkVkJuRUFFqgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQIQ!16s%2Fg%2F11hbgrsrg_?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JQ4X+X4P, Mataran, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mataran,Anggeraja,pasar,-3.4539953,119.7153574,Enrekang,"https://www.google.com/maps/place/Enrekang/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413006769bf99:0x855eea685f4d93b8!8m2!3d-3.3923119!4d119.7980279!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBBm1hcmtldKoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11lynb9gd6?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQMC+J3F, Jl. Pasar Sentral, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,pasar,-3.4539953,119.7153574,Pasar Sentral Enrekang Ok,"https://www.google.com/maps/place/Pasar+Sentral+Enrekang+Ok/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d944061409653fb:0xcfc02367ca1f603a!8m2!3d-3.5659394!4d119.7701667!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBBm1hcmtldJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VReWRrbGlaVXBuRUFFqgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQDg!16s%2Fg%2F11cltvqr6m?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+8FF, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,pasar,-3.4539953,119.7153574,Roti Bakar Bandung,"https://www.google.com/maps/place/Roti+Bakar+Bandung/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412c7facb1725:0xea7f43a2b58ab839!8m2!3d-3.4091793!4d119.8011751!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDnByb2R1Y2VfbWFya2V0qgFjEAEqCSIFcGFzYXIoJjIfEAEiG3EgVci2JLjaQMjJBqNnzixFrdDgItgg25ZV1DIzEAIiL3Bhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11c742ljcc?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GVR9+83J, Banti, Kec. Baraka, Kabupaten Enrekang, Sulawesi Selatan 91753",Banti,Baraka,pasar,-3.4539953,119.7153574,Pasar Banti,"https://www.google.com/maps/place/Pasar+Banti/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413f7d0e51567:0x12d812e0747c24bb!8m2!3d-3.45917!4d119.8676343!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBD3Nob3BwaW5nX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOVWFFcDJielZCUlJBQqoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAPoBBAgAECU!16s%2Fg%2F11gfffmt0z?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HVW3+GMH, Sungai Mata Allo, Kec. Baraka, Kabupaten Enrekang, Sulawesi Selatan 91752",Sungai Mata Allo,Baraka,pasar,-3.4539953,119.7153574,Pasar Rakyat Baraka,"https://www.google.com/maps/place/Pasar+Rakyat+Baraka/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413d4d718b48b:0x6185895d0d08bf75!8m2!3d-3.4036944!4d119.8542262!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBD3Nob3BwaW5nX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VORU5XOU1XR2huUlJBQqoBYxABKgkiBXBhc2FyKCYyHxABIhtxIFXItiS42kDIyQajZ84sRa3Q4CLYINuWVdQyMxACIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAPoBBAgAECk!16s%2Fg%2F11h_fr_489?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Buntu Sarong, Kec. Masalle, Kabupaten Enrekang, Sulawesi Selatan 91754",Buntu Sarong,Masalle,pasar,-3.4539953,119.7153574,Pasar Kec.masalle,"https://www.google.com/maps/place/Pasar+Kec.masalle/@-3.4539953,119.7153574,12z/data=!4m10!1m2!2m1!1spasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d947376a7fc6297:0x2edbc846d86e9998!8m2!3d-3.3351744!4d119.7476049!15sCi9wYXNhciBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ1oxIi9wYXNhciBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ5IBDnByb2R1Y2VfbWFya2V0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF0TVdReVNrNVJFQUWqAWMQASoJIgVwYXNhcigmMh8QASIbcSBVyLYkuNpAyMkGo2fOLEWt0OAi2CDbllXUMjMQAiIvcGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQD6AQQIABAZ!16s%2Fg%2F11c5h3p8z9?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
